ADDRESS,RACKS,SPACES,COORDINATES/0,COORDINATES/1
375 07TH ST,1,2,-122.406448,37.776091
380 GUERRERO ST,1,2,-122.424437,37.76517
381 SOUTH VAN NESS AVE,1,2,-122.41731887,37.76717475
383 RHODE ISLAND ST,3,6,-122.402279,37.765023
385 08TH ST,2,4,-122.408627,37.774253
3885 CESAR CHAVEZ ST,1,2,-122.42672436,37.74759086
397 ELLIS ST,2,4,-122.412529,37.784684
399 GOLDEN GATE AVE,2,4,-122.4168316,37.78119964
400 02ND ST,1,2,-122.395234,37.783898
412 PRESIDIO ST,1,2,-122.44672587,37.78800857
414 BRANNAN ST,1,2,-122.39486849,37.77993078
42 HOFF ST,3,6,-122.42070876,37.76436668
420 JUDAH ST,1,2,-122.466575,37.762371
421 BARTLETT ST,1,2,-122.41920581,37.75027159
450 BALBOA ST,1,2,-122.463741,37.777459
450 SUTTER ST ,1,2,-122.407834,37.789657
451 09TH ST,1,2,-122.409109,37.772118
457 10TH ST,1,2,-122.410205,37.771068
460 GOUGH ST,1,2,-122.422764,37.777604
465 MISSOURI ST,1,2,-122.395844,37.760521
480 02ND ST,2,4,-122.39425392,37.78319488
4826 MISSION ST,1,2,-122.437906,37.72097
4829 GEARY BLVD,1,2,-122.47121811,37.78039659
4831 MISSION ST,1,2,-122.437296,37.720941
486 GEARY ST,1,2,-122.411202,37.787159
4877 MISSION ST,2,4,-122.437808,37.720264
4900 CALIFORNIA ST,2,4,-122.470104,37.784809
5 03RD ST,1,2,-122.403033,37.78741
5 MASONIC AVE,2,4,-122.448016,37.782087
50 BEALE ST,2,4,-122.396457,37.791239
50 OAK ST,3,6,-122.420277,37.775569
50 OFARREL ST,1,2,-122.40595336,37.78697967
50 POMONA ST,1,2,-122.39381006,37.73213249
500 FLORIDA ST,2,4,-122.411484,37.76259
500 KIRKHAM ST,1,2,-122.466357,37.760477
500 PRECITA AVE,2,4,-122.410399,37.746972
501 WALLER ST,2,4,-122.432043,37.770657
5112 03RD ST,1,2,-122.39196216,37.73220117
519 POWELL ST,2,4,-122.40889284,37.78943926
5210 MISSION ST,1,2,-122.442021,37.715611
5251 03RD ST,1,2,-122.392154,37.729771
5298 03RD ST,1,2,-122.39292011,37.729459
53 03RD ST,1,2,-122.402401,37.787173
5300 03RD ST,1,2,-122.393266,37.729006
539 GOUGH ST,1,2,-122.423562,37.77842
540 09TH ST,2,4,-122.408183,37.770559
542 DIVISADERO ST,1,2,-122.43740025,37.77470397
553 PACIFIC AVE,1,2,-122.40450246,37.79700342
57 POST ST,1,2,-122.403034,37.788747
5734 MISSION ST,1,2,-122.45013052,37.7099416
599 VALENCIA ST,2,4,-122.421399,37.763536
600 DIVISADERO ST,1,2,-122.437517,37.775177
600 VICENTE ST,3,6,-122.473601,37.739871
601 MONTGOMERY ST,1,2,-122.403527,37.794836
601 SOUTH VAN NESS AVE,1,2,-122.417005,37.763458
665 VALENCIA ST,1,2,-122.421347,37.76223
670 TEXAS ST,2,4,-122.395476,37.757917
678 MISSION ST,2,4,-122.40161525,37.78695752
691 MARKET ST,1,2,-122.403033,37.78741
7 03RD ST,2,4,-122.40303321,37.78741044
701 FOLSOM ST,1,2,-122.3990823,37.78318025
705 MONTEREY BLVD,2,4,-122.451334,37.731258
721 MARKET ST,2,4,-122.403905,37.786856
728 LA PLAYA,1,2,-122.509795,37.774536
735 COLUMBUS AVE,1,2,-122.412033,37.801363
739 BRYANT ST,5,10,-122.400934,37.776878
746 VALENCIA ST,1,2,-122.421824,37.760957
748 VAN NESS AVE,2,4,-122.420163,37.782379
755 FREDERICK ST,1,2,-122.456964,37.765548
760 LA PLAYA,1,2,-122.509795,37.774536
764 HARRISON ST,2,4,-122.399117,37.78165
77 VAN NESS AVE,1,2,-122.41985,37.776063
770 NORTH POINT ST,2,4,-122.419913,37.806013
789 MISSION ST,4,8,-122.40355977,37.7847724
795 FOLSOM ST,1,2,-122.400865,37.782057
798 HAIGHT ST,1,2,-122.435226,37.771772
8 VALENCIA ST,2,4,-122.422866,37.771874
80 29TH ST,1,2,-122.42207219,37.74414127
800 HOWARD ST,3,6,-122.404874,37.78292
801 MARKET ST,2,4,-122.40567663,37.78499029
810 ILLINOIS ST,2,4,-122.388119,37.761183
815 EDDY ST,2,4,-122.421505,37.782545
818 MISSION ST,2,4,-122.405083,37.784296
825 MARKET ST,2,4,-122.40607076,37.78480269
837 CABRILLO ST,1,2,-122.46786167,37.77503599
840 BROADWAY,1,2,-122.411038,37.79762
851 38TH AVE,1,5,-122.49870215,37.77286673
853 VALENCIA ST,2,4,-122.421068,37.759319
854 FOLSOM ST,2,4,-122.402698,37.781281
858 FOLSOM ST,1,2,-122.402668,37.781146
868 MISSION ST,4,8,-122.40614459,37.78410039
87 MCALLISTER ST,3,6,-122.41327,37.7807
88 SPEAR ST,1,2,-122.394593,37.792536
880 HARRISON ST,2,4,-122.401682,37.779613
880 MARKET ST,3,6,-122.40742267,37.78511093
900 NOE ST,1,2,-122.432344,37.754506
908 CORTLAND AVE,1,2,-122.413614,37.738773
917 BRYANT ST,1,2,-122.404935,37.773799
925 MISSION ST,4,8,-122.406601,37.782154
937 HARRISON ST,1,2,-122.40244,37.778167
949 WASHINGTON ST,1,2,-122.409055,37.794832
95 03RD ST,1,2,-122.40203,37.786554
950 MISSION ST,1,2,-122.407859,37.782056
96 LAFAYETTE ST,1,2,-122.416617,37.77252
990 CHURCH ST,1,2,-122.428095,37.755275
123 OFARRELL ST,8,16,-122.40709853,37.78604121
1398 HAIGHT ST,3,6,-122.44512989,37.77040275
1455 MARKET ST,1,2,-122.417466,37.775228
18 10TH ST,2,4,-122.41725353,37.77583713
18 10TH ST,4,8,-122.41725353,37.77583713
2295 HARRISON ST,8,54,-122.412334,37.760916
2295 HARRISON ST,5,21,-122.412334,37.760916
444 STOCKTON ST,8,16,-122.40674,37.790126
500 HOWARD ST,1,2,-122.396569,37.788423
500 HOWARD ST,2,4,-122.396569,37.788423
620 TREAT AVE,6,12,-122.414118,37.760111
833 MISSION ST,16,32,-122.405069,37.783371
85 CARL ST,2,4,-122.449515,37.765599
1422 MARKET ST,2,4,-122.418218,37.77633
1438 MARKET ST,2,4,-122.418435,37.776235
1543 MISSION ST,9,18,-122.417716,37.773481
1800 VAN NESS AVE,1,2,-122.422292,37.792549
26 VAN NESS AVE,1,2,-122.41894663,37.77601157
284 SANCHEZ ST,1,2,-122.43121464,37.76453931
30 VAN NESS AVE,1,2,-122.41894663,37.77601157
3300 BALBOA ST,1,2,-122.49429885,37.77609923
3355 19TH AVE,1,2,-122.47524078,37.72850208
3417 18TH ST,5,10,-122.419761,37.761606
3625 BALBOA ST,1,2,-122.49780137,37.77544462
3626 BALBOA ST,2,4,-122.49806316,37.77604248
3630 BALBOA ST,1,2,-122.49798,37.7759
3729 BALBOA ST,1,2,-122.4988668,37.77539588
3911 JUDAH ST,1,2,-122.50401726,37.76036449
3927 JUDAH ST,1,2,-122.50430374,37.76024868
3930 JUDAH ST,5,10,-122.504339,37.760742
400 HOWARD ST,3,6,-122.39557475,37.78921535
401 GROVE ST,4,8,-122.42356,37.777492
4115 JUDAH ST,1,2,-122.50627378,37.76016159
736 DIVISADERO ST,2,4,-122.4377161,37.77647298
736 VALENCIA ST,6,12,-122.421841,37.761128
925 COLE ST,1,2,-122.450152,37.765296
936 INNES AVE,2,4,-122.37646761,37.73271599
1 ZOO RD,2,4,-122.50324,37.732909
1170 MARKET ST,2,4,-122.414301,37.779497
1198 GUERRERO ST,1,2,-122.423204,37.752101
123 OFARRELL ST,11,22,-122.40709853,37.78604121
1271 TREAT AVE,2,4,-122.41223561,37.75020058
1351 HARRISON ST,1,2,-122.410613,37.771865
1362 STOCKTON ST,1,2,-122.408421,37.798432
1370 MISSION ST,1,2,-122.415736,37.775738
1372 MISSION ST,1,2,-122.41573603,37.77573822
1390 MARKET ST,1,2,-122.417361,37.777224
1436 POLK ST,1,2,-122.420299,37.790266
1449 MISSION ST,1,2,-122.41617827,37.77458318
1453 MISSION ST,1,2,-122.416178,37.774583
159 LINDA ST,1,2,-122.42238751,37.75930484
1599 HOWARD ST,1,2,-122.41655,37.771759
1610 GEARY BLVD,22,44,-122.43038,37.784969
1658 MARKET ST,2,4,-122.42160815,37.77359976
1899 FILLMORE ST,1,2,-122.433703,37.786758
1899 FILLMORE ST,1,2,-122.433703,37.786758
2001 POST ST,2,4,-122.43632248,37.78437828
201 VAN NESS AVE,1,2,-122.419994,37.777441
2128 15TH ST,1,2,-122.431783,37.766197
2239 POLK ST,1,2,-122.422361,37.797548
2261 FILLMORE ST,1,2,-122.43448,37.790456
250 CLAY ST,8,16,-122.39849,37.795701
250 CLAY ST,25,50,-122.39849,37.795701
2534 MISSION ST,1,2,-122.419261,37.756388
2800 24TH ST,1,2,-122.40839866,37.75303805
2840 MARIPOSA ST,1,2,-122.411751,37.763583
2961 16TH ST,1,2,-122.418865,37.764859
298 KING ST,3,3,-122.393418,37.777642
298 KING ST,7,7,-122.393418,37.777642
300 BARTLETT ST,1,5,-122.41984109,37.75197155
300 DE HARO ST,1,2,-122.402024,37.765725
300 DE HARO ST,1,2,-122.402024,37.765725
300 DE HARO ST,1,2,-122.402024,37.765725
300 PAGE ST,2,4,-122.426055,37.773884
3030 20TH ST,1,2,-122.411282,37.759325
3049 20TH ST,6,12,-122.411406,37.758862
3101 24TH ST,3,6,-122.414265,37.75233
3242 22ND ST,2,4,-122.419552,37.755527
3271 16TH ST,2,4,-122.425599,37.764434
333 POST ST,14,28,-122.4075,37.787931
3489 16TH ST,1,2,-122.43057,37.764158
351 SHOTWELL ST,4,8,-122.415843,37.762811
3579 17TH ST,1,2,-122.425616,37.762899
3621 18TH ST,1,2,-122.424189,37.761362
3705 17TH ST,1,2,-122.428727,37.762696
3906 JUDAH ST,1,2,-122.504083,37.760685
399 GROVE ST,1,2,-122.422764,37.777604
399 GROVE ST,2,4,-122.422764,37.777604
410 BUSH ST,1,2,-122.404547,37.79117
4146 18TH ST,1,2,-122.435902,37.761028
425 CALIFORNIA ST,1,2,-122.401353,37.792796
433 KEARNY ST,6,12,-122.404471,37.791848
433 KEARNY ST,14,28,-122.404471,37.791848
433 SOUTH VAN NESS AVE,1,2,-122.41724,37.766356
444 STOCKTON ST,32,64,-122.40674,37.790126
448 GROVE ST,1,2,-122.424119,37.777885
450 RHODE ISLAND ST,5,10,-122.402987,37.764113
451 BERRY ST,2,16,-122.398,37.771499
455 DOLORES ST,1,2,-122.425754,37.762078
4555 CALIFORNIA ST,1,2,-122.466506,37.784511
500 DIVISADERO ST,1,2,-122.437364,37.774222
5075 03RD ST,1,2,-122.391023,37.732453
5075 03RD ST,3,6,-122.391023,37.732453
555 FULTON ST,1,2,-122.425752,37.778168
5927 CALIFORNIA ST,1,2,-122.481196,37.783825
595 MARKET ST,2,4,-122.40082628,37.78918225
661 HOWARD ST ,1,2,-122.399599,37.785486
661 HOWARD ST ,2,4,-122.399599,37.785486
696 VALENCIA ST,1,2,-122.421906,37.761813
798 ARGUELLO BLVD,3,6,-122.458102,37.775411
833 MISSION ST,12,24,-122.405069,37.783371
850 BRYANT ST,6,12,-122.404389,37.775398
None,2,4,-122.40437,37.751
None,9,18,-122.39237,37.75741
None,3,6,-122.39237,37.75741
1 BUSH ST,1,2,-122.4001,37.790922
1 EMBARCADERO CENTER,7,14,-122.3996443,37.79464385
1 SOUTH VAN NESS AVE,7,14,-122.418581,37.774862
100 WEST PORTAL AVE,1,2,-122.46748,37.739698
1063 MARKET ST,2,4,-122.41137025,37.78083821
1100 VALENCIA ST,1,2,-122.42121,37.755171
1128 VALENCIA ST,1,2,-122.4212,37.754682
1132 VALENCIA ST,1,2,-122.4212,37.754682
1150 FRANCISCO ST,4,8,-122.424145,37.80379
1189 POTRERO,1,2,-122.406054,37.753324
1200 FOLSOM ST,1,2,-122.410565,37.775075
1255 HOWARD ST,2,4,-122.412145,37.775324
131 SOUTH VAN NESS AVE,1,2,-122.417635,37.771343
1315 18TH ST,1,2,-122.395966,37.762452
1321 MISSION ST,1,2,-122.41476071,37.77599625
1351 MCALLISTER ST,1,2,-122.434207,37.778034
136 KING ST,1,2,-122.390656,37.7793
1363 DIVISADERO ST,1,2,-122.43958,37.782233
1365 VALENCIA ST,1,2,-122.420222,37.751155
1415 VALENCIA ST,1,2,-122.420131,37.750206
146 GRANT AVE,1,2,-122.405187,37.788271
1496 MARKET ST,1,2,-122.41894663,37.77601157
1500 16TH ST,1,2,-122.402094,37.766772
151 TOWNSEND ST,1,2,-122.391369,37.779252
1515 SLOAT BLVD,1,2,-122.48958593,37.73300635
1519 MISSION ST,1,2,-122.417333,37.773654
1533 SLOAT BLVD,1,2,-122.49073763,37.73293973
156 02ND ST,1,2,-122.39910114,37.78709891
1600 FOLSOM ST,1,2,-122.41529,37.770842
1616 20TH ST,1,2,-122.397664,37.760136
172 CHURCH ST,4,8,-122.429378,37.768171
1727 HAIGHT ST,1,2,-122.45120594,37.76920959
1793 CHURCH ST,1,2,-122.42634705,37.74235375
1800 MARKET ST,1,6,-122.42402831,37.77177761
1800 TARAVAL ST,1,2,-122.485617,37.742861
1849 GEARY BLVD,5,10,-122.43351,37.783829
191 08TH ST,1,2,-122.411474,37.776808
2 EMBARCADERO CENTER,7,14,-122.398749,37.795022
2055 LOMBARD ST,2,4,-122.435151,37.799695
210 KING ST,3,3,-122.393425,37.777627
2111 LANE ST,1,2,-122.392295,37.728788
214 TOWNSEND ST,1,2,-122.39365,37.779097
2140 MARKET ST,1,2,-122.429876,37.767194
22 OAK ST,3,6,-122.41986139,37.77563611
2318 FILLMORE ST,1,2,-122.43391,37.791185
2450 SAN BRUNO AVE,1,2,-122.405302,37.731022
2501 23RD ST,20,40,-122.38764896,37.75671731
2501 MARIPOSA ST,2,4,-122.408549,37.762781
255 03RD ST,12,24,-122.399367,37.784712
2797 UNION ST,1,2,-122.445202,37.795672
2798 MISSION ST,1,2,-122.418804,37.752399
2898 SLOAT BLVD,1,2,-122.504737,37.735854
290 SANCHEZ ST,1,2,-122.43121464,37.76453931
293 08TH ST,1,2,-122.4100742,37.77529618
3 EMBARCADERO CENTER,7,14,-122.396014,37.795132
300 MONTGOMERY ST,1,2,-122.402385,37.792346
300 SENECA AVE,2,4,-122.444903,37.721716
3047 24TH ST,1,2,-122.41276053,37.7523877
3070 23RD ST,2,4,-122.41343828,37.75432882
3085 21ST ST,2,4,-122.416208,37.757018
3120 MISSION ST,2,4,-122.419449,37.747648
3135 16TH ST,1,2,-122.422665,37.76465
3153 16TH ST,1,2,-122.423201,37.764618
3169 16TH ST,1,2,-122.42364107,37.76452199
320 11TH ST,1,2,-122.413686,37.771281
3234 22ND ST,2,4,-122.419552,37.755527
3289 20TH ST,1,2,-122.414368,37.758745
342 09TH ST,2,4,-122.41125773,37.77312003
3438 MISSION ST,1,2,-122.422726,37.741668
355 MCALLISTER ST,4,8,-122.4176,37.77948
3555 19TH ST,1,2,-122.42238751,37.75930484
360 GROVE ST,6,12,-122.422523,37.77818
3639 18TH ST,1,2,-122.42468,37.761285
3689 18TH ST,1,2,-122.42571074,37.76132014
3801 03RD ST,1,2,-122.387432,37.74194
3914 JUDAH ST,1,2,-122.504083,37.760685
3979 17TH ST,1,2,-122.434608,37.762294
3980 24TH ST,1,2,-122.43144399,37.75169759
3984 24TH ST,1,2,-122.43144399,37.75169759
4 EMBARCADERO CENTER,7,14,-122.396318,37.79496
400 CASTRO ST,4,8,-122.43539073,37.7621948
4005 JUDAH ST,1,2,-122.50501898,37.76025201
401 HAYES ST,1,2,-122.423128,37.776717
4019 JUDAH ST,1,2,-122.5052048,37.76024379
450 CHURCH ST,10,20,-122.429646,37.763542
473 VALENCIA ST,1,2,-122.421747,37.765412
4744 03RD ST,1,2,-122.390942,37.73512
478 OFARRELL ST,1,2,-122.41240323,37.78614584
48 VICENTE ST,1,2,-122.46663096,37.73972768
482 HAYES ST,1,2,-122.424351,37.776915
4820 03RD ST,1,2,-122.391116,37.734589
487 14TH ST,2,4,-122.423994,37.767863
5 LENOX WAY,4,8,-122.464349,37.742874
500 VALENCIA ST,4,8,-122.42216,37.764664
501 VALENCIA ST,5,10,-122.421889,37.764909
508 VALENCIA ST,1,2,-122.42216,37.764664
510 VALENCIA ST,1,2,-122.42216,37.764664
5131 03RD ST,1,2,-122.391394,37.731846
518 DIVISADERO ST,1,2,-122.43734337,37.77443226
524 VALENCIA ST,1,2,-122.422136,37.764415
530 VALENCIA ST,1,2,-122.422128,37.764333
543 HOWARD ST,1,2,-122.396773,37.787654
546 VALENCIA ST,7,14,-122.422109,37.764138
547 CLAYTON ST,1,2,-122.449007,37.770395
55 SHERMAN ST,1,2,-122.40658,37.77705
551 DIVISADERO ST,1,2,-122.43802516,37.77469343
559 VALENCIA ST,6,12,-122.421505,37.76401
560 DIVISADERO ST,1,2,-122.437469,37.774834
584 VALENCIA ST,1,2,-122.422059,37.763612
598 VALENCIA ST,1,2,-122.422043,37.763448
600 MARKET ST,2,4,-122.40257457,37.78877874
603 HAIGHT ST,1,2,-122.43221602,37.77164647
607 HAIGHT ST,1,2,-122.432311,37.771634
630 VALENCIA ST,6,12,-122.422005,37.762848
646 CLAY ST,1,2,-122.404007,37.794582
661 DIVISADERO ST,1,2,-122.438287,37.775744
668 CLAY ST,1,2,-122.404269,37.794741
670 04TH ST,2,4,-122.395578,37.777233
672 STANYAN ST,1,2,-122.45332652,37.76970723
685 CHENERY ST,1,2,-122.433618,37.73435
688 MISSION ST,1,2,-122.401815,37.786724
688 SAN JOSE AVE,1,2,-122.422896,37.744182
699 VALENCIA ST,1,2,-122.421482,37.761839
700 MISSION ST,1,2,-122.40253249,37.7862061
733 KEARNY ST,13,26,-122.405351,37.794835
735 VALLEJO ST,10,20,-122.409527,37.798305
746 CLEMENT ST,1,2,-122.467376,37.783071
762 VALENCIA ST,1,2,-122.421787,37.760753
766 VALENCIA ST,5,10,-122.421795,37.760649
777 VALENCIA ST,9,18,-122.421188,37.760565
870 MARKET ST,1,2,-122.407423,37.785111
888 TURK ST,1,2,-122.423645,37.781878
9 WEST PORTAL AVE,1,2,-122.465765,37.740587
900 VALENCIA ST,1,2,-122.42152025,37.75825474
91 WALTER ST,1,2,-122.432136,37.767817
916 KEARNY,1,2,-122.40502124,37.79653486
939 EDDY ST,1,2,-122.423112,37.782316
945 MARKET ST,1,2,-122.408778,37.782887
